text,sentiment,source,sentiment_original,LM_pos,LM_neg,VADER_compound,combined,confidence
Nasrallah temporarily buried amid fears Israel will strike public funeral -- source,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.7003,-0.2801,0.2801
"Russia has deployed nearly 60,000 troops to Kursk Oblast, media reports",neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
Myanmar’s Shadow Govt Urges Int’l Community to Step Up Support,positive,Financial_News_sentiment_analysis,Positive,1,0,0.4019,0.6177,0.6177
EU struggles to counter Russian election disinformation,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.3612,-0.1445,0.1445
"A partnership between LanzaTech, Total and L’Oréal has brought about what the trio say is the world’s first sustainable packaging made from captured and recycled carbon emissions.",positive,Financial_News_sentiment_analysis,Positive,1,0,0.0,0.457,0.457
The Chinese People's Liberation Army conducts combat readiness patrols over Huangyan Island,neutral,Financial_News_sentiment_analysis,Negative,0,0,-0.1027,-0.0411,0.0411
Emirates Red Crescent to renovate the 'Notre Dame de L' Assomption church' on La Digue,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Four current and former L.A. Sheriff's Department employees died of suicide in a 24-hour span,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.8442,-0.3377,0.3377
"U.S. truckers planning protest convoy, perhaps starting in L.A. for Super Bowl, DHS warns",neutral,Financial_News_sentiment_analysis,Negative,0,0,0.3612,0.1445,0.1445
Instagram-famous squirrel Peanut euthanized after it was taken from owner's New York state home,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Video shows L.A. deputy punching mother holding baby; sheriff calls it 'unacceptable',neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"New York state education officials vote to prohibit public schools from using Indigenous team names, logos or mascots",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"L.A. woman, 88, had private security for protection. A guard shot her on New Year's Eve",neutral,Financial_News_sentiment_analysis,Positive,0,0,0.34,0.136,0.136
Oregon Man Sentenced to 30 Days in Jail -- for Collecting Rainwater on His Property,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.0258,-0.0103,0.0103
"Possible suspect in L.A. mass shooting found dead in van, sources say",negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.7579,-0.7601,0.7601
Former Alabama police officer charged with murder in fatal shooting of a Black man outside his home | CNN,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.875,-0.35,0.35
L.A. area cop seen on video punching handcuffed woman twice in face,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Judge in Trump 2020 election case agrees to cancel court deadlines after his presidential win,positive,Financial_News_sentiment_analysis,Negative,1,1,0.5574,0.223,0.223
"Los Angeles Covid-19 Update: Ambulances Waiting 4 Hours To Offload Patients As L.A. Has Just 56 Adult ICU Beds Left, Orange County Has None",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Indiana ban on gender transition treatment for minors upheld by U.S. appeals court,negative,Financial_News_sentiment_analysis,Negative,0,1,-0.5574,-0.6799,0.6799
EPA Corrects the Record after Reckless Reporting on Temporary Compliance Guidance,negative,Financial_News_sentiment_analysis,Negative,1,1,-0.4019,-0.1608,0.1608
Thousands rally in downtown L.A. against Israel's air and ground war in Gaza,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.5994,-0.2398,0.2398
"Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy",negative,Financial_News_sentiment_analysis,Positive,0,1,-0.7269,-0.7477,0.7477
"Sean Combs Won’t Face Charges For 2016 L.A. Beating Of Cassie, DA Says, Despite Video Evidence; “Cover-Up” Could Warrant Possible Probe",positive,Financial_News_sentiment_analysis,Neutral,1,0,-0.6249,0.207,0.207
"Movies Tony Todd, star of Candyman, dies aged 69",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Rapper Nipsey Hussle killed in shooting outside his L.A. store: Two other men were in serious condition in the incident at Marathon Clothing in south Los Angeles. A suspect remained at large.,negative,Financial_News_sentiment_analysis,Negative,0,2,-0.7906,-0.8947,0.8947
L'Oreal requiring doctor's note for U.S. employees to work from home,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"Tens of thousands of Russians have joined a protest petition to President Vladimir Putin after vast quantities of foreign food are bulldozed, buried, or burned. For the past year, Russia has banned most fresh produce from countries imposing economic sanctions against Russia over Crimea.",negative,Financial_News_sentiment_analysis,Negative,0,2,-0.4228,-0.7475,0.7475
"In one of L.A.'s largest cash heists, burglars steal as much as $30 million. Mystery surrounds case",negative,Financial_News_sentiment_analysis,Positive,0,0,-0.4939,-0.1976,0.1976
"Disney told L.A. residents to move to Florida for a planned campus. They did, it was canceled and now they’re suing",negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.2732,-0.5662,0.5662
"Iranian activist Kianoosh Sanjari, who died by suicide this week in protest at political imprisonments by the regime, was buried Friday in the capital Tehran",negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.8779,-0.3512,0.3512
"Livni: Int’l community must back Dubai hit  “Every terrorist must know that no one will support him when a soldier, and it doesn’t matter what soldier, tries to kill him,""",neutral,Financial_News_sentiment_analysis,Positive,1,0,-0.8689,0.1094,0.1094
Dozens of Ukrainian cultural sites damaged in Russian invasion UNESCO says its very concerned about Russia war in Ukraine and that humanity's heritage is in danger,negative,Financial_News_sentiment_analysis,Neutral,0,3,-0.8807,-0.9493,0.9493
"Complaint Accuses Mexican Factories of Labor Abuses, Testing New Trade Pact: The A.F.L.-C.I.O. and other groups are seeking to make use of a new enforcement mechanism in the updated North American trade deal",negative,Financial_News_sentiment_analysis,Neutral,0,2,-0.802,-0.8992,0.8992
"Embattled Leader Vows To 'Stabilize' Abkhazia, But Protesters Still Hold Parliament",positive,Financial_News_sentiment_analysis,Neutral,1,0,-0.3291,0.3253,0.3253
Gaza hospital struck by missiles; int’l volunteers gather to protect it,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.1531,0.0612,0.0612
FBI arrests alleged leaker of US intelligence documents related to Israel’s attack plans against Iran,negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.4404,-0.6331,0.6331
UK reportedly suspends arms export licence applications for Israel ‘pending review’,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
"Saudi Arabia bans commercial use of national, sectarian and religious symbols",neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Flight from L.A. to London reaches 801 mph as a furious jet stream packs record-breaking speeds,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.5423,-0.2169,0.2169
"Francesca Albanese runs int'l network targeting Israel, UN Watch charges",neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.2732,-0.1093,0.1093
Duterte Won’t Cooperate As Int’l Criminal Court Probes His ‘War on Drugs’,negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.5267,-0.6676,0.6676
Early Peace Plan Shows Russia's Intent To Neutralize Ukraine,positive,Financial_News_sentiment_analysis,Neutral,0,0,0.5423,0.2169,0.2169
"Record turnout expected for Hong Kong’s anti-extradition protest, as int’l journalism organisations raise alarm",positive,Financial_News_sentiment_analysis,Neutral,1,0,-0.5267,0.2463,0.2463
Paris Summons Azerbaijan's Ambassador Over 'Unacceptable Remarks' At COP29 Talks,negative,Financial_News_sentiment_analysis,Positive,0,0,-0.4588,-0.1835,0.1835
Iranian Navy to Boost Presence in Int’l Waters: Commander,positive,Financial_News_sentiment_analysis,Neutral,0,0,0.4019,0.1608,0.1608
Scholz's stance on Taurus unchanged despite US permission on long-range strikes,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.3612,-0.1445,0.1445
"Victims of alleged dog scam span Canada, but all blame N.L. woman",negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.7269,-0.7477,0.7477
"IDF details conditions for Rafah operation: 'We will reach Sinwar, dead or alive'",positive,Financial_News_sentiment_analysis,Neutral,1,0,-0.3818,0.3042,0.3042
​I​r​a​n​ ​s​t​o​p​s​ ​o​i​l​ ​e​x​p​o​r​t​s​ ​t​o​ ​s​i​x​ ​E​U​ ​c​o​u​n​t​r​i​e​s​.,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"Ukraine uses US weapons to strike inside Russia, according to a senator and a Western official",negative,Financial_News_sentiment_analysis,Positive,0,0,-0.5267,-0.2107,0.2107
Chile protests: hundreds of thousands take part as peso hits record low l Unrest has been ongoing for almost a month and now it is starting to hit the nation's currency. Tear gas and water cannons have been used by police as a way of dealing with protesters.,positive,Financial_News_sentiment_analysis,Neutral,1,0,-0.5994,0.2172,0.2172
"Russia to move naval exercises away from Irish coast, ambassador says",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Top-selling daily French daily newspaper stops posting on X,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.1531,-0.0612,0.0612
New Taurus missile proposal for Ukraine will be set for Bundestag vote - Euromaidan Press,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
"Russel L. Honoré, who led Katrina response, will now head review of U.S. Capitol security",neutral,Financial_News_sentiment_analysis,Positive,0,0,0.34,0.136,0.136
"Iran’s help has transformed Yemen's Houthi rebels into a potent military force, UN experts say",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.2263,0.0905,0.0905
The French cosmetic giant L’Oréal announced they will be removing words like “whitening” and “lightening” from all their skin care products.,positive,Financial_News_sentiment_analysis,Negative,0,0,0.6908,0.2763,0.2763
IDF seizes ammunition hidden in internal coordinated Gaza convoy,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
"European elections 2024 results: Far-right deal stunning blow to Macron, Scholz",positive,Financial_News_sentiment_analysis,Neutral,0,0,0.3818,0.1527,0.1527
Germany orders port to reject Russian LNG deliveries,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.4019,-0.1608,0.1608
"Bolivian prosecutors seek 30 years for former president Jeanine Áñez over 2019 Sacaba and Senkata massacres: The ex-leader of Bolivia, who is already serving another sentence for the overthrow of Evo Morales, will be tried as an ordinary citizen",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0772,0.0309,0.0309
"UK, Denmark, Netherlands and US to jointly supply Ukraine with hundreds of missiles for air defence",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.1027,0.0411,0.0411
"Iran defies international pressure, increasing its stockpile of near weapons-grade uranium, UN says",positive,Financial_News_sentiment_analysis,Positive,1,0,-0.296,0.3386,0.3386
Sweden cuts state funding for Russian church after intelligence warnings,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.0772,-0.0309,0.0309
Zelenskiy says Ukraine must try to ensure war ends next year through diplomacy,positive,Financial_News_sentiment_analysis,Neutral,1,0,-0.3182,0.3297,0.3297
Russia’s overnight attack on Izmail port causes jump in food prices worldwide – Reuters,negative,Financial_News_sentiment_analysis,Positive,0,0,-0.4767,-0.1907,0.1907
India has eliminated trachoma as a public health problem: WHO,negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.4019,-0.6177,0.6177
Severed finger sent in letter to Macron,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.3612,-0.1445,0.1445
"Putin eyes to rival West as he hosts Modi, Xi at biggest event in Russia since Ukraine invasion",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Last Generation warned against disrupting Berlin Marathon,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.2732,-0.1093,0.1093
"Venezuela confirms recession, highest inflation in Americas",negative,Financial_News_sentiment_analysis,Positive,1,1,-0.4215,-0.1686,0.1686
Russian bank threatens researcher with CFAA suit over DNS request data: 'Alfa Bank notified computer researcher L. Jean Camp that it’s pursuing “all available options” after Camp’s research suggested the bank engaged in some form of communication with the Trump Organization.',neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0258,0.0103,0.0103
Slovakia's prime minister says he would have loved to have joined Viktor Orbán in Moscow,positive,Financial_News_sentiment_analysis,Neutral,0,0,0.5994,0.2398,0.2398
Argentina cuts interest rate to 35% as inflation outlook eases,positive,Financial_News_sentiment_analysis,Positive,0,0,0.4767,0.1907,0.1907
"Wuhan's L-strain may be behind Gujarat's high death rate: Experts The high Covid-19 mortality rate in Gujarat could be due to the dominance of the L-type strain of coronavirus, found to have been more prevalent in Wuhan, China, where the outbreak started.",negative,Financial_News_sentiment_analysis,Positive,0,0,-0.5106,-0.2042,0.2042
TIACA calls for recognition of air cargo industry during COVID-19 crisis,negative,Financial_News_sentiment_analysis,Positive,0,1,-0.6249,-0.7069,0.7069
"Paris city council adopts proposal to examine possibility for pay-by-weight car parking charges, meaning that parking for SUVs would become more expensive than for smaller cars.",neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.1027,-0.0411,0.0411
"Russian gas still reaching Austria despite OMV cut-off, data shows",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.2023,0.0809,0.0809
Maltese journalist's son says she was murdered for exposing corruption,negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.7579,-0.7601,0.7601
"U.S. military poised to return to Subic Bay, counter China's presence",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.25,0.1,0.1
Netanyahu vows ‘heavy price’ for Houthis after missile hits central Israel,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"Germany delivers new military aid to Ukraine, including howitzers, Gepards",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
German Bundestag calls for supply of Fuchs armoured vehicles to Ukraine,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Documents found in Gaza detail Iranian sponsorship ahead of Hamas’ Oct. 7 attack,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.4767,-0.1907,0.1907
EU should allow Ukraine to strike inside Russia: foreign policy chief,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.1027,0.498,0.498
EU slaps tariffs of up to 38% on Chinese electric vehicles,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Finland experiencing mildest winter in 100 years,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Portugal’s socialists and liberals defeat far-right in EU elections,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.4588,-0.1835,0.1835
American families sue Iran over Hamas attack,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.4767,-0.1907,0.1907
"India defends Russian energy purchases, says Europe buys more in just a day than India in whole month.",neutral,Financial_News_sentiment_analysis,Negative,0,0,0.2732,0.1093,0.1093
UK expected to give Ukraine Storm Shadow missiles to strike inside Russia,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.128,-0.0512,0.0512
'There could be war in Sweden': Civil Defense Minister urges Swedes to act.,negative,Financial_News_sentiment_analysis,Negative,0,0,-0.5267,-0.2107,0.2107
"Marina Abramovic auctions legendary performance for Ukraine charity: The Serbian artist is redesigning her legendary 2010 performance ""The Artist is Present,"" and will auction tickets to the installation at the Sean Kelly gallery in New York. Proceeds will go to a charity for Ukraine",positive,Financial_News_sentiment_analysis,Positive,0,0,0.6808,0.2723,0.2723
US transfers $1.25 billion in grant funds to Ukraine,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.3612,0.1445,0.1445
Taiwan’s former president says Ukraine needs US weapons more urgently than Taipei,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.4404,-0.1762,0.1762
"Quebec shuts down Scientology-linked Narconon center for ""dangerous practices""; Narconon treated drug addicts with ""purification treatments"" concocted by Scientology founder L. Ron Hubbard. Scientology's medical claims are widely considered to be prime examples of quackery",negative,Financial_News_sentiment_analysis,Neutral,0,2,-0.4767,-0.7691,0.7691
Somaliland opposition leader  Abdirahman Mohamed Abdullahi wins presidential election,positive,Financial_News_sentiment_analysis,Positive,1,0,0.5719,0.6857,0.6857
Cocaine found in toilets of four Swedish parties' parliamentary offices,positive,Financial_News_sentiment_analysis,Positive,0,0,0.4019,0.1608,0.1608
China lodges protest with India over Taiwan's office in Mumbai,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.25,-0.1,0.1
Ukraine will be looking for 4.5 million workers in next decade – Ukraine’s Ministry of Economy,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Afghans Banned From 16 Provinces In Iran As Forced Exodus Continues,negative,Financial_News_sentiment_analysis,Positive,0,2,-0.7184,-0.8658,0.8658
Russia deploys corvette in Black Sea to intercept commercial vessels – UK Defence intelligence,positive,Financial_News_sentiment_analysis,Neutral,0,0,0.5423,0.2169,0.2169
US warns Turkey against hosting Hamas leaders after Qatar abandons negotiations with Israel,positive,Financial_News_sentiment_analysis,Positive,1,0,-0.4019,0.2962,0.2962
Putin allows “unfriendly” countries to pay for gas in foreign currency,positive,Financial_News_sentiment_analysis,Neutral,1,0,-0.1027,0.4159,0.4159
Greece Returns to Investment-Grade Elite With Scope Rating Upgrade,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.0,0.457,0.457
Latvian schools to stop teaching Russian as a second language,neutral,Financial_News_sentiment_analysis,Negative,0,0,-0.296,-0.1184,0.1184
"E.U. leaders rally behind tattered Iran deal, ignoring Trump’s call to ditch it",positive,Financial_News_sentiment_analysis,Neutral,1,0,-0.4019,0.2962,0.2962
Helping Ukraine is best stimulus for global economy – US Treasury Secretary,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.802,0.7778,0.7778
Armenia urges Russia to make Azeri troops leave in Karabakh flare-up,neutral,Financial_News_sentiment_analysis,Positive,0,0,-0.0516,-0.0206,0.0206
"Ukraine is utilizing US howitzers well, says Pentagon",neutral,Financial_News_sentiment_analysis,Negative,0,0,0.2732,0.1093,0.1093
"Estonia found €2-3 billion in shells, missiles for Ukraine, needs funding from allies",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
S. Korean President Moon Declares Move Toward 'Hydrogen Economy' l KBS WORLD Radio,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
African nations demand huge climate aid boost amid global distrust,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.1779,0.0712,0.0712
Gazprom Postpones Arctic Gas Exploration Projects After Record Loss,neutral,Financial_News_sentiment_analysis,Negative,1,1,-0.3612,-0.1445,0.1445
Russia to scrap multilateral nuclear environmental agreement,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.4939,0.6545,0.6545
Squatter group A.N.A.L. open homeless shelter at Russian oligarch's empty London property,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.2023,-0.0809,0.0809
An Anti-L.G.B.T.Q. Law in Uganda Is Hurting the Economy,negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.4019,-0.1608,0.1608
"Ukraine and Poland sign memorandum to strengthen cooperation in railway sector, increase rail transportation of Ukrainian exports to EU",positive,Financial_News_sentiment_analysis,Neutral,1,0,0.5574,0.6799,0.6799
"Turkey says 3 ISIS suspects planning ""sensational"" attack",negative,Financial_News_sentiment_analysis,Negative,0,0,-0.6705,-0.2682,0.2682
"Chinese military practiced Taiwan invasion manoeuvres in 2023, says US general",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Swiss foreign ministry memo on UNRWA funding raises alarm,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.34,-0.136,0.136
Brazilian ex-presidents and longtime rivals Luiz Inacio Lula da Silva and Fernando Henrique Cardoso said Friday they had met to discuss their shared opposition to current far-right President Jair Bolsonaro L,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.34,0.136,0.136
Rosenberg: Russian President Putin's military purge echoes Prigozhin's call to act,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Activities in East Sea must strictly comply with int’l law: VN deputy spokeswoman,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"South Ossetia conflict - ""probably the confrontation between..., Moscow and the entire West..."" - highly enlightening article on conflict",negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.3197,-0.5848,0.5848
"Another New Covid-19 Variant Discovered In L.A. Might Be Vaccine Resistant, Researcher Says; Strain First Identified In Denmark",neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.0516,-0.0206,0.0206
"Mexican students’ disappearance was a state-sponsored crime, truth panel says",neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.296,-0.1184,0.1184
Russia to Shift Ukraine Gas Transit to Turkey as EU Cries Foul,negative,Financial_News_sentiment_analysis,Positive,0,0,-0.4019,-0.1608,0.1608
Joan Marie Aylward named as next N.L. lieutenant-governor,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
'My worst nightmares are coming true': last major primeval forest in Europe on 'brink of collapse',negative,Financial_News_sentiment_analysis,Positive,0,2,-0.8074,-0.9014,0.9014
"Brics to add Argentina, Egypt, Ethiopia, Iran, Saudi Arabia and UAE as members",neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
"N.L. government lifting ban on wind development, commits to ending oil subsidies: One of Canada's windiest provinces is ending a long-standing moratorium on the development of wind energy",negative,Financial_News_sentiment_analysis,Negative,0,1,-0.34,-0.593,0.593
"Sweden selects Embraer cargo plane, Brazil plans to buy more Saab fighters",neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.1226,-0.049,0.049
Russians banned from exporting ammunition from country,negative,Financial_News_sentiment_analysis,Positive,0,1,-0.4588,-0.6405,0.6405
"In the Philippines, Aristotle “Aris” L Aguirre, the mayor of Mulanay municipality in Quezon, ordered government workers to smile or face punishment",neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.1779,-0.0712,0.0712
NATO Warns Turkey of 'Consequences' for Buying Russian S-400 Missiles - Defensetech,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.1027,-0.0411,0.0411
"Hong Kong ranks 140th on 2023 int’l RSF press freedom index below Colombia, Cameroon",positive,Financial_News_sentiment_analysis,Neutral,0,0,0.6369,0.2548,0.2548
"Prosecutors warned Rotterdam hospital about medical student Fouad L., suspected of killing 3 in shootings and arsons on Thursday",negative,Financial_News_sentiment_analysis,Negative,0,0,-0.8126,-0.325,0.325
Attacks on L.G.B.T.Q. People in Ivory Coast Shake Sense of Security,neutral,Financial_News_sentiment_analysis,Positive,0,0,-0.296,-0.1184,0.1184
"Argentina's monthly inflation drops to 2.7%, the lowest level in 3 years",negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.3818,-0.1527,0.1527
Lloyd Austin visits Ukraine as Zelensky warns of 'clear' North Korea threat,positive,Financial_News_sentiment_analysis,Negative,1,0,-0.5859,0.2226,0.2226
Zelenskyy responds to possibility of peace talks with Russia,positive,Financial_News_sentiment_analysis,Neutral,0,0,0.5423,0.2169,0.2169
Russia is getting Nvidia AI chips from an Indian pharma company,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
​​Africans who came to Putin’s summit call for resumption of Ukrainian grain agreement,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.4939,0.6545,0.6545
Ukraine targets value-added production to reshape wartime economy,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"$28 bln invested in cluster weapon producers in 4 years - Report finds 158 financial institutions involved in funding production of weapons, despite int’l law banning cluster bombs",negative,Financial_News_sentiment_analysis,Positive,0,0,-0.6249,-0.25,0.25
Ireland has implemented minimum unit pricing (MUP) for alcohol in a bid to prevent the sale of strong alcohol at low prices,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.3182,0.1273,0.1273
"Serbian President Aleksandar Vucic is preparing to give Rio Tinto (RIO.L), the green light to develop Europe’s largest lithium mine two years after Belgrade called off the project.",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"U.S.-Philippines alliance will transcend administrations, Austin says",neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
Washington is renaming the street outside China’s embassy after jailed dissident Liu Xiaobo — and China is furious,negative,Financial_News_sentiment_analysis,Positive,0,0,-0.7845,-0.3138,0.3138
"Ecuador is freeing thousands of convicted drug mules — In Latin America’s latest challenge to Washington’s “war on drugs,” Ecuador has quietly begun releasing thousands of convicted cocaine smugglers.",negative,Financial_News_sentiment_analysis,Neutral,0,1,0.25,-0.357,0.357
A Nervous China Is 'Interested' In A Possible Role In The Fight Against ISIS,positive,Financial_News_sentiment_analysis,Negative,1,0,-0.5719,0.2282,0.2282
Ukraine wants to bolster military position before resuming talks with Russia -official,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
"Israeli Air Force kills Islamic Jihad commanders, Hamas terrorists embedded in civilian areas",negative,Financial_News_sentiment_analysis,Neutral,0,0,-0.8225,-0.329,0.329
US 'committed' to delivering Ukraine aid by January: Blinken,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
Arctic sea ice is being increasingly melted from below by warming Atlantic water,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.1531,0.5182,0.5182
Mexico Breaks Diplomatic Ties With Ecuador After Arrest at Embassy,negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.34,-0.593,0.593
Australia trying to opt out of protecting 5 shark species - Wants out of commitment to work with other countries to ensure the 5 do not become extinct. Govt says it already has protections. 'Humane Society Int'l' calls move “unprecedented act of domestic & international environmental vandalism”.,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.6369,0.7117,0.7117
IAEA director: False to say IDF attacked an Iranian nuke site,negative,Financial_News_sentiment_analysis,Neutral,0,1,-0.4588,-0.6405,0.6405
Russian Ambassador Regrets S. Korea's Participation in Global Sanctions on Moscow l KBS WORLD,negative,Financial_News_sentiment_analysis,Negative,0,1,-0.3612,-0.6014,0.6014
Zelensky says Ukraine receives only half of pledged aid from U.S.,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Japan PM vows to strengthen military at int’l naval review,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.3182,0.5842,0.5842
"Ukraine cannot trademark anti-Russian insult, EU court says",positive,Financial_News_sentiment_analysis,Negative,0,0,0.4023,0.1609,0.1609
Hamas says it won’t attend Thursday’s ‘last opportunity’ talks for hostage-truce deal,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.0,0.457,0.457
Majority of Remainers and Leavers willing to see Northern Ireland leave UK for preferred Brexit outcome,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.0516,-0.0206,0.0206
Japan's apology for WWII Filipino 'comfort women' criticized by victims,neutral,Financial_News_sentiment_analysis,Neutral,0,0,-0.2732,-0.1093,0.1093
Ukraine to receive dozens of Leopard 1A5 tanks “in next few weeks” – German Defence Minister,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.1027,0.0411,0.0411
Polyglot Maxxie and Minnie,neutral,Financial_News_sentiment_analysis,Positive,0,0,0.0,0.0,0.0
"Today’s ‘Wordle’ #1254 Hints, Clues And Answer For Sunday, November 24th",neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.0,0.0,0.0
Biosynthesis of a bacterial meroterpenoid reveals a non-canonical class II terpene synthase,neutral,Financial_News_sentiment_analysis,Negative,0,0,0.0,0.0,0.0
WWE Reportedly Interested In Mike Tyson For WrestleMania 41 Appearance,positive,Financial_News_sentiment_analysis,Neutral,1,0,0.4019,0.6177,0.6177
‘Paul Vs. Tyson’ Dethroned In Netflix’s Top 10 List By A New Show,neutral,Financial_News_sentiment_analysis,Neutral,0,0,0.2023,0.0809,0.0809
"Ultrasensitive 2,4,6-trinitrophenol nanofluidic sensor inspired by olfactory sensory neurons in sniffer dogs",positive,Financial_News_sentiment_analysis,Negative,0,0,0.4939,0.1976,0.1976
